sentiment_code,song,artist,URL
224,3,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
225,3,Ritual,Tiësto,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
226,3,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
227,3,Bad Vibrations,Jesper Jenset,https://open.spotify.com/track/6zTKuNMEU3svBn65L6u88M
228,3,Let It Be Me (feat. Ava Max),David Guetta,https://open.spotify.com/track/2F83FxNVkK6PPMHuYnwyVc
229,3,Dive,Hot Shade,https://open.spotify.com/track/0Npijoc6ZcUe1devUugKvI
230,3,Dancing in the Moonlight,Jubël,https://open.spotify.com/track/5ow0sNF1zSqp71Ix5jEXWU
231,3,Happy Now,Kygo,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
232,3,Bones (feat. OneRepublic),Galantis,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv
233,3,Die Young,Sheppard,https://open.spotify.com/track/6y4HksqJ8qGipgsDxvlb2u
234,3,Glorious,Ella Henderson,https://open.spotify.com/track/7xPIlYAQvOubFllPkn8XSL
235,3,Let It Be Me,Steve Aoki,https://open.spotify.com/track/3sHuIjfAzluc6S9cXoqfqC
236,3,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
237,3,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,https://open.spotify.com/track/35MKhw2YBKApmD7fAnPERC
238,3,2002,Anne-Marie,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
239,3,So Am I,Ava Max,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
240,3,Bigger Than,Justin Jesso,https://open.spotify.com/track/5X73AYzzEE5Di0JwcQKt9N
241,3,I Found You,Cash Cash,https://open.spotify.com/track/3wYOGJYD31sLRmBgCvWxa4
242,3,All You Need To Know (feat. Calle Lehmann),Gryffin,https://open.spotify.com/track/4Gcv5SsxnQWpmOnUI19EJk
243,3,Perfect to Me,Anne-Marie,https://open.spotify.com/track/0DC7Zs2qvAbNK1owWQ4mlL
244,3,Señorita,Shawn Mendes,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
245,3,We Got Love,Sigala,https://open.spotify.com/track/35mMXfym6C9VOTUVrcKKZp
246,3,Roots,Valerie Broussard,https://open.spotify.com/track/23FHa9lYnG6Dr8OzombPkS
247,3,Best of Me,Blake Rose,https://open.spotify.com/track/022KUgS0Q5c3MTePafMLai
248,3,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
249,3,Watermelon Sugar,Harry Styles,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo
250,3,I'll Wait,Kygo,https://open.spotify.com/track/6Q3K9gVUZRMZqZKrXovbM2
